"","BOROUGH","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","SALE.PRICE"
"24909",2,"2735","1088",1925,1,0,1,"260000"
"24911",2,"1335","1566",1901,2,0,2,"220000"
"24914",2,"1642","1584",1935,2,0,2,"425000"
"24921",2,"1584","2750",2005,2,0,2,"450000"
"24923",2,"5713","5130",1930,2,0,2,"679000"
"24924",2,"3337","1614",1910,2,0,2,"625000"
"24928",2,"2375","3084",1920,2,1,3,"480000"
"24933",2,"924","1664",1915,2,0,2,"268000"
"24937",2,"1883","1672",1901,2,0,2,"472500"
"24938",2,"5637","1792",1901,2,0,2,"380000"
"24940",2,"1837","3000",2006,2,0,2,"530000"
"24941",2,"2854","1828",1920,2,0,2,"530000"
"24943",2,"2563","2286",1901,2,0,2,"660000"
"24944",2,"3485","2250",1901,2,0,2,"359970"
"24945",2,"2285","2800",1975,2,0,2,"495000"
"24946",2,"2856","1387",1910,2,0,2,"559000"
"24948",2,"2856","3300",1925,2,0,2,"660000"
"24950",2,"2384","3717",2014,2,0,2,"794235"
"24952",2,"2496","1890",1960,2,0,2,"400200"
"24954",2,"2335","1742",1930,2,0,2,"569000"
"24957",2,"3325","1482",1899,2,0,2,"370800"
"24958",2,"2228","1800",1960,2,0,2,"648900"
"24959",2,"2228","1800",1960,2,0,2,"265000"
"24960",2,"1565","2004",1925,2,0,2,"249000"
"24963",2,"1871","2799",2005,2,0,2,"477594"
"24964",2,"1871","2799",2005,2,0,2,"500000"
"24966",2,"2856","1982",1899,2,0,2,"350000"
"24967",2,"2856","2538",1899,2,0,2,"608500"
"24968",2,"2856","1950",1920,2,0,2,"560000"
"24971",2,"1465","2148",1910,2,0,2,"345000"
"24973",2,"1767","2345",1920,2,0,2,"300000"
"24977",2,"2945","3099",1960,2,0,2,"607500"
"24980",2,"1928","1620",1940,2,0,2,"5000"
"24981",2,"2629","1764",1935,2,0,2,"545000"
"24985",2,"2188","1280",1935,2,0,2,"629000"
"24986",2,"2188","1176",1935,2,0,2,"288039"
"24987",2,"2188","1328",1935,2,0,2,"200000"
"24988",2,"2188","1328",1935,2,0,2,"345000"
"24989",2,"1988","1280",1935,2,0,2,"430000"
"24990",2,"1988","1488",1935,2,0,2,"260000"
"24991",2,"2684","2110",1945,2,0,2,"545000"
"24992",2,"2473","1848",1945,2,0,2,"455150"
"24994",2,"2138","2314",2004,2,0,2,"699000"
"24996",2,"2928","1920",1960,2,0,2,"600000"
"24998",2,"2375","2040",2005,2,0,2,"555000"
"25009",2,"2285","2920",1960,2,0,2,"590000"
"25011",2,"2856","1600",1925,2,0,2,"333000"
"25023",2,"2914","2560",1920,2,0,2,"325000"
"25024",2,"3134","1764",1915,2,0,2,"239000"
"25025",2,"2295","1872",1915,2,0,2,"570000"
"25027",2,"2856","2394",1915,2,0,2,"551200"
"25030",2,"2856","3771",1920,2,0,2,"405000"
"25031",2,"2856","3588",1940,2,0,2,"640000"
"25032",2,"1794","1824",2004,2,0,2,"599000"
"25033",2,"2854","2096",1940,2,0,2,"467500"
"25036",2,"2856","2049",1920,2,0,2,"335000"
"25038",2,"2856","2368",1940,2,0,2,"400000"
"25039",2,"3473","3043",1970,2,0,2,"463000"
"25040",2,"3265","3276",2008,2,0,2,"640000"
"25044",2,"1353","1737",1960,2,0,2,"579000"
"25045",2,"1353","1737",1960,2,0,2,"334000"
"25048",2,"2856","1328",1920,2,0,2,"395000"
"25049",2,"2854","1728",1910,2,0,2,"249161"
"25050",2,"4272","2196",1910,2,0,2,"260000"
"25051",2,"2997","2800",1960,2,0,2,"499000"
"25054",2,"1875","1764",1925,2,0,2,"235000"
"25055",2,"3242","2520",1925,2,0,2,"461370"
"25064",2,"2567","2132",1950,2,0,2,"341000"
"25065",2,"1562","1560",1955,2,0,2,"362500"
"25066",2,"1562","1560",1955,2,0,2,"362500"
"25071",2,"2987","1880",1905,2,0,2,"225000"
"25072",2,"943","2394",1915,2,0,2,"624000"
"25073",2,"2725","2629",1920,2,0,2,"649000"
"25074",2,"2725","1485",1955,2,0,2,"569000"
"25075",2,"2725","1592",1920,2,0,2,"280000"
"25077",2,"4142","2800",1955,2,0,2,"522000"
"25081",2,"2129","2032",1940,2,0,2,"300000"
"25082",2,"2742","2040",1960,2,0,2,"206500"
"25083",2,"2136","1272",1935,2,0,2,"440000"
"25087",2,"2772","2125",1950,2,0,2,"550000"
"25090",2,"2735","0",2016,2,0,2,"717866"
"25091",2,"2735","2125",1950,2,0,2,"490000"
"25092",2,"2735","2844",1925,2,0,2,"310000"
"25093",2,"5471","3063",1930,2,0,2,"570000"
"25097",2,"2763","1402",1935,2,0,2,"381000"
"25098",2,"2735","2140",1961,2,0,2,"630000"
"25099",2,"2735","2140",1961,2,0,2,"307500"
"25101",2,"1696","1890",1999,2,0,2,"515000"
"25102",2,"1492","1890",1999,2,0,2,"450000"
"25104",2,"2752","1809",1925,2,0,2,"315000"
"25105",2,"2752","2160",1915,2,0,2,"645000"
"25106",2,"2517","1692",1925,2,0,2,"530000"
"25110",2,"2143","3259",2004,3,0,3,"777590"
"25111",2,"2375","1344",1899,3,0,3,"600000"
"25120",2,"2295","3150",2007,3,0,3,"491790"
"25129",2,"2875","3775",2001,3,0,3,"605000"
"25134",2,"2167","2694",1920,3,0,3,"620000"
"25137",2,"5462","3690",1930,3,0,3,"695000"
"25138",2,"1979","2640",2006,3,0,3,"640000"
"25141",2,"2731","3300",1901,3,0,3,"640000"
"25150",2,"2673","2236",2003,3,0,3,"625000"
"25152",2,"2484","3251",2003,3,0,3,"533000"
"25154",2,"11495","3136",1920,3,0,3,"660000"
"25158",2,"2856","3688",1901,3,0,3,"685000"
"25159",2,"2628","3006",1920,3,0,3,"410000"
"25160",2,"3148","3000",1988,3,0,3,"460000"
"25161",2,"2867","3672",2004,3,0,3,"730000"
"25164",2,"3624","3432",1960,3,0,3,"420000"
"25165",2,"2325","2200",1955,3,0,3,"520000"
"25167",2,"2525","2961",1940,3,0,3,"575000"
"25170",2,"2725","1197",1901,3,0,3,"292500"
"25172",2,"3784","3666",1987,3,0,3,"625000"
"25173",2,"2681","2550",1960,3,0,3,"530000"
"25178",2,"5713","0",0,0,0,0,"350000"
"25179",2,"2856","0",0,0,0,0,"90000"
"25191",2,"2381","3540",1915,4,0,4,"599000"
"25194",2,"2388","3750",1928,5,0,5,"625000"
"25195",2,"2256","2160",1928,4,0,4,"735000"
"25198",2,"2862","4276",2008,6,0,6,"2200000"
"25200",2,"3232","5740",1928,7,0,7,"910000"
"25209",2,"2535","3075",1926,4,0,4,"475000"
"25222",2,"3611","5143",1931,7,0,7,"900000"
"25224",2,"3236","3170",1930,5,0,5,"700000"
"25226",2,"5713","1340",2015,13,1,14,"3340000"
"25227",2,"11456","31914",2006,30,0,30,"5625000"
"25228",2,"11745","54177",1929,58,0,58,"8150000"
"25251",2,"3125","3750",1928,4,1,5,"620000"
"25253",2,"2375","4240",1928,3,1,4,"725000"
"25256",2,"3428","1781",1929,3,1,4,"272500"
"25257",2,"3233","6537",1930,4,2,6,"940000"
"25269",2,"1692","0",0,0,0,0,"50000"
"25272",2,"2675","2675",1920,1,0,1,"765000"
"25276",2,"2125","2120",1920,1,0,1,"401552"
"25284",2,"4689","1036",1910,1,0,1,"415000"
"25285",2,"3581","1286",1910,1,0,1,"455000"
"25303",2,"2146","1744",1960,2,0,2,"450000"
"25305",2,"2125","2400",1949,2,0,2,"659000"
"25315",2,"2156","2488",1910,2,0,2,"489000"
"25316",2,"2625","2720",1965,3,0,3,"695000"
"25320",2,"2992","2476",1999,3,0,3,"680000"
"25323",2,"3444","2642",1910,3,0,3,"600000"
"25327",2,"2842","3652",1925,5,0,5,"600000"
"25356",3,"1547","1428",1930,1,0,1,"800000"
"25364",3,"3867","2739",1910,1,0,1,"950000"
"25367",3,"1933","1152",1920,1,0,1,"788000"
"25368",3,"1933","1152",1920,1,0,1,"750000"
"25372",3,"1944","1188",1940,1,0,1,"848000"
"25373",3,"1649","928",1945,1,0,1,"700000"
"25375",3,"1649","928",1940,1,0,1,"748000"
"25377",3,"1384","992",1950,1,0,1,"786000"
"25378",3,"1983","1420",1945,1,0,1,"815000"
"25382",3,"2312","2160",1930,2,0,2,"999000"
"25386",3,"2513","1428",1930,2,0,2,"740000"
"25396",3,"1251","2565",1916,2,1,3,"4680000"
"25398",3,"6863","2868",1915,2,0,2,"2000000"
"25399",3,"1113","3840",1925,2,1,3,"25000"
"25401",3,"2417","1584",1930,2,0,2,"826819"
"25402",3,"2223","2520",1930,2,0,2,"610000"
"25403",3,"2223","2520",1930,2,0,2,"610000"
"25407",3,"2393","2560",1910,2,0,2,"700000"
"25421",3,"2419","2350",1930,2,0,2,"900000"
"25422",3,"2167","2104",1925,2,0,2,"950000"
"25424",3,"1558","2365",1965,2,0,2,"995000"
"25428",3,"1974","2520",1940,2,0,2,"990000"
"25433",3,"1933","2048",1935,2,0,2,"999000"
"25445",3,"1643","1464",1930,2,0,2,"820000"
"25446",3,"1643","1464",1930,2,0,2,"293700"
"25452",3,"1442","1550",1925,2,0,2,"830000"
"25457",3,"1933","1860",1955,2,0,2,"990000"
"25461",3,"1885","1928",1950,2,0,2,"940000"
"25474",3,"2127","1610",1940,2,0,2,"885000"
"25476",3,"1547","1320",1940,2,0,2,"750000"
"25479",3,"2182","1869",1945,2,0,2,"952000"
"25484",3,"1966","2070",1950,2,0,2,"960000"
"25487",3,"1933","2880",1920,3,0,3,"990000"
"25508",3,"2248","2970",1930,3,0,3,"930000"
"25509",3,"2296","2160",1940,3,0,3,"985000"
"25514",3,"3867","1452",1899,3,0,3,"998000"
"25516",3,"3476","6170",1935,3,0,3,"2375000"
"25559",3,"3466","3708",1910,6,0,6,"500000"
"25562",3,"6767","14884",1999,8,2,10,"3850000"
"25631",3,"845","892",1950,1,0,1,"530000"
"25639",3,"1465","1567",1925,1,0,1,"810000"
"25640",3,"1411","1192",1925,1,0,1,"890000"
"25641",3,"1411","1192",1925,1,0,1,"900000"
"25645",3,"1958","992",1920,1,0,1,"835000"
"25649",3,"1169","1142",1935,1,0,1,"650000"
"25651",3,"2492","1620",1920,1,0,1,"770000"
"25658",3,"1317","938",1930,1,0,1,"753000"
"25674",3,"1942","1534",1920,1,0,1,"850000"
"25699",3,"2187","1328",1910,1,0,1,"980000"
"25704",3,"4811","4288",1930,1,0,1,"2500000"
"25708",3,"4266","2160",1910,1,0,1,"2200000"
"25719",3,"4187","1774",1910,1,0,1,"2100000"
"25724",3,"1917","1633",1925,1,0,1,"870000"
"25732",3,"946","1044",1925,1,0,1,"700000"
"25753",3,"1361","1344",1920,1,0,1,"839000"
"25763",3,"923","910",1925,1,0,1,"324813"
"25764",3,"1253","1272",1925,1,0,1,"531989"
"25769",3,"1199","874",1901,1,0,1,"384000"
"25771",3,"892","1615",1986,1,0,1,"950000"
"25779",3,"1295","1782",1940,1,0,1,"917000"
"25780",3,"2233","1788",1935,1,0,1,"880000"
"25781",3,"1476","1584",1955,1,0,1,"840000"
"25786",3,"1933","2850",1930,2,0,2,"60000"
"25789",3,"1762","2660",1910,2,0,2,"238000"
"25790",3,"1762","2660",1910,2,0,2,"800000"
"25807",3,"3433","2582",1920,2,0,2,"533360"
"25816",3,"2425","2336",1920,2,0,2,"200000"
"25821",3,"1473","1950",1925,2,0,2,"500000"
"25826",3,"1985","2882",1915,2,0,2,"985000"
"25853",3,"1858","1782",1925,2,0,2,"790000"
"25887",3,"1161","3036",1929,2,1,3,"516667"
"25888",3,"2333","2255",1920,2,0,2,"750000"
"25895",3,"2187","3072",1910,2,0,2,"950000"
"25951",3,"2764","2600",1925,2,0,2,"830000"
"25958",3,"1581","1304",1960,2,0,2,"830000"
"25969",3,"2667","2001",1940,2,0,2,"970000"
"25996",3,"2951","2904",1940,2,0,2,"880000"
"25999",3,"1762","2920",1910,3,0,3,"999000"
"26051",3,"5675","0",0,0,0,0,"324750"
"26052",3,"6882","0",0,0,0,0,"2500000"
"26063",3,"5867","12001",1913,20,0,20,"5300000"
"26064",3,"2933","5250",1915,6,0,6,"50000"
"26074",3,"2412","5100",1928,6,0,6,"800000"
"26085",3,"6564","17280",1924,23,0,23,"4600000"
"26406",3,"2643","4950",1920,4,1,5,"900500"
"26444",3,"8511","2592",1931,0,2,2,"4000000"
"26466",3,"1667","2001",1899,1,0,1,"890000"
"26468",3,"1433","1377",1899,1,0,1,"815000"
"26469",3,"1425","1368",1899,1,0,1,"550000"
"26470",3,"1425","1368",1899,1,0,1,"310000"
"26472",3,"1433","1377",1899,1,0,1,"720000"
"26484",3,"1415","1549",1910,1,1,2,"635000"
"26492",3,"2173","1452",1985,1,0,1,"900000"
"26493",3,"2173","1452",1985,1,0,1,"445000"
"26499",3,"1567","1584",2002,1,0,1,"710000"
"26500",3,"1383","1458",2002,1,0,1,"645000"
"26518",3,"1667","2001",1899,1,0,1,"750000"
"26532",3,"1875","2025",1901,1,0,1,"500000"
"26557",3,"1825","1920",1899,2,0,2,"755000"
"26562",3,"1875","3376",1899,2,0,2,"999990"
"26595",3,"1667","3000",1899,2,0,2,"870000"
"26622",3,"1125","1995",2005,2,0,2,"889000"
"26654",3,"1942","2693",1899,2,0,2,"980000"
"26656",3,"1667","2250",1901,2,0,2,"53000"
"26657",3,"1667","2250",1901,2,0,2,"27000"
"26715",3,"1833","2416",1899,2,0,2,"995000"
"26718",3,"1833","2436",1899,2,0,2,"850000"
"26732",3,"1592","2121",1899,2,0,2,"500000"
"26733",3,"1542","1530",1899,2,0,2,"730000"
"26739",3,"1919","1548",1901,2,0,2,"905000"
"26743",3,"1667","1600",1899,2,0,2,"640000"
"26749",3,"5565","2540",1905,2,0,2,"323000"
"26756",3,"1346","1673",1901,2,0,2,"570000"
"26758",3,"1577","1680",1901,2,0,2,"861500"
"26759",3,"979","3420",1901,2,1,3,"669722"
"26762",3,"1567","1168",1901,2,0,2,"475000"
"26769",3,"1983","1944",1993,2,0,2,"999000"
"26771",3,"1875","3025",2004,2,0,2,"920000"
"26776",3,"1783","2139",1901,2,0,2,"999000"
"26781",3,"1667","1752",1901,2,0,2,"750000"
"26785",3,"1733","2079",1910,2,0,2,"400000"
"26787",3,"1733","2079",1910,2,0,2,"210"
"26788",3,"1333","1992",1931,2,1,3,"740000"
"26789",3,"1875","2139",1915,2,0,2,"900000"
"26797",3,"1875","2364",1910,2,0,2,"455523"
"26798",3,"1875","2364",1910,2,0,2,"461491"
"26834",3,"1667","2100",1899,2,0,2,"495000"
"26851",3,"1216","1824",1930,2,0,2,"750000"
"26853",3,"1925","2022",1905,2,0,2,"385000"
"26859",3,"1958","1840",1993,2,0,2,"235513"
"26870",3,"2283","3756",1910,2,0,2,"2499000"
"26879",3,"1667","2001",1899,2,0,2,"950000"
"26881",3,"1586","1508",1899,2,0,2,"250000"
"26885",3,"2913","2220",1899,2,0,2,"450000"
"26893",3,"1925","3236",1915,2,0,2,"92500"
"26915",3,"1667","3334",2016,2,0,2,"2395000"
"26917",3,"1667","3000",1915,2,0,2,"998000"
"26929",3,"1667","3000",1901,2,0,2,"925000"
"26930",3,"1875","3778",2015,2,0,2,"2495000"
"26941",3,"1495","2800",1899,2,0,2,"3300000"
"26960",3,"2125","1260",1910,2,0,2,"270000"
"26977",3,"1433","5944",2014,2,0,2,"2068706"
"26979",3,"1743","3260",1899,2,0,2,"2135000"
"27057",3,"1992","3316",1899,3,0,3,"670000"
"27060",3,"1917","3168",2006,3,0,3,"995000"
"27068",3,"1875","2466",1899,3,0,3,"750000"
"27079",3,"1758","2571",1899,3,0,3,"950000"
"27080",3,"1758","2571",1899,3,0,3,"5000"
"27129",3,"1917","2703",1899,3,0,3,"990000"
"27152",3,"1875","3300",1901,3,0,3,"210000"
"27165",3,"1833","3448",1899,3,0,3,"511000"
"27166",3,"1448","1920",1901,3,0,3,"975000"
"27180",3,"1296","3240",1901,3,0,3,"2145000"
"27185",3,"1683","3500",1899,3,0,3,"500000"
"27186",3,"1683","3500",1899,3,0,3,"835000"
"27213",3,"1617","3124",1901,3,0,3,"995000"
"27225",3,"3158","3780",1900,3,0,3,"2200000"
"27230",3,"1794","3540",1899,3,0,3,"2000000"
"27278",3,"1775","0",0,0,0,0,"375000"
"27284",3,"1269","0",0,0,0,0,"245000"
"27285",3,"1269","0",0,0,0,0,"325000"
"27293",3,"1433","0",0,0,0,0,"240000"
"27297",3,"1539","0",0,0,0,0,"315000"
"27301",3,"2233","0",0,0,0,0,"700000"
"27302",3,"2233","0",0,0,0,0,"470000"
"27304",3,"1673","0",0,0,0,0,"725000"
"27305",3,"1264","0",0,0,0,0,"275000"
"27321",3,"1838","6500",1931,7,1,8,"380255"
"27327",3,"1667","2306",1931,4,0,4,"997899"
"27337",3,"1667","1383",1931,7,0,7,"650000"
"27339",3,"2958","9036",1931,8,0,8,"2900000"
"27343",3,"3117","10224",1931,8,0,8,"4457142"
"27362",3,"2267","8614",1910,7,2,9,"300000"
"27366",3,"1842","2530",1910,4,0,4,"997885"
"27385",3,"1875","1575",1931,4,0,4,"425000"
"27393",3,"2667","6030",1931,6,0,6,"200000"
"27417",3,"2892","9486",1931,8,0,8,"2120000"
"27428",3,"2667","6808",1900,6,0,6,"2500000"
"27446",3,"2525","7821",1910,8,0,8,"2800000"
"27450",3,"2183","6400",1910,8,0,8,"3400000"
"27451",3,"2439","6521",2014,7,0,7,"3160000"
"27453",3,"2315","4350",1905,6,0,6,"2675000"
"27458",3,"2633","5625",1905,10,0,10,"2900000"
"27475",3,"9933","36216",1931,36,0,36,"3781557"
"27611",3,"1737","2001",1899,3,1,4,"720000"
"27612",3,"1573","4720",1931,3,1,4,"2675000"
"27643",3,"1737","4948",1957,3,1,4,"810000"
"27797",3,"1554","1050",1910,0,1,1,"905000"
"27813",3,"15775","10000",1988,0,12,12,"6500000"
"27822",3,"1133","0",0,0,0,0,"525000"
"27826",3,"5714","25244",2009,0,1,1,"9300000"
"27839",3,"2467","0",0,0,0,0,"2300000"
"27848",3,"1275","0",0,0,0,0,"650000"
"27904",3,"1139","1760",1931,1,1,2,"3000000"
"27905",3,"1176","2352",1931,1,1,2,"3950000"
"27928",3,"1833","1551",1930,1,0,1,"750000"
"27945",3,"1333","1056",1925,1,0,1,"660000"
"27948",3,"1333","1194",1915,1,0,1,"378678"
"27957",3,"2658","1350",1925,1,0,1,"830000"
"27964",3,"2667","1296",1930,1,0,1,"830000"
"27973",3,"1872","1810",1925,2,0,2,"950000"
"27989",3,"1667","1320",1920,2,0,2,"845000"
"27991",3,"1642","2000",1931,2,1,3,"990000"
"27992",3,"1642","2000",1931,2,1,3,"955000"
"28015",3,"3333","2061",1930,2,0,2,"980000"
"28016",3,"3333","1730",1925,2,0,2,"833000"
"28023",3,"2316","1692",1930,2,0,2,"910000"
"28043",3,"1833","2492",1930,2,0,2,"980000"
"28044",3,"1833","1611",1930,2,0,2,"970000"
"28098",3,"1497","2600",1931,2,1,3,"980000"
"28104",3,"1656","1368",1930,2,0,2,"895000"
"28109",3,"3367","2480",1920,2,0,2,"2300000"
"28130",3,"1895","2000",1931,2,1,3,"950000"
"28140",3,"1683","1400",1925,2,0,2,"730000"
"28172",3,"2156","2100",1930,2,0,2,"988000"
"28178",3,"1426","1509",1935,2,0,2,"765000"
"28184",3,"2383","1960",1930,2,0,2,"980000"
"28185",3,"2475","1840",1930,2,0,2,"200000"
"28245",3,"3367","2800",1920,3,0,3,"2200000"
"28252",3,"2667","2098",1925,3,0,3,"975000"
"28257",3,"2125","2538",1940,3,0,3,"990000"
"28267",3,"2642","2328",1930,3,0,3,"990000"
"28357",3,"2567","3280",1931,4,0,4,"463108"
"28441",3,"4767","4767",1931,0,3,3,"2800000"
"28444",3,"13729","6100",1930,0,1,1,"5850000"
"28473",3,"2882","2625",1998,1,0,1,"640000"
"28474",3,"2882","2625",1998,1,0,1,"680000"
"28475",3,"2882","2625",1998,1,0,1,"750000"
"28476",3,"2676","1648",1996,1,0,1,"670000"
"28477",3,"2659","1616",1998,1,0,1,"720000"
"28484",3,"2548","1734",2007,1,0,1,"719000"
"28496",3,"2641","1732",1960,1,0,1,"660000"
"28510",3,"2525","1665",1970,1,0,1,"770000"
"28512",3,"3533","1260",1955,1,0,1,"630000"
"28515",3,"4275","1696",1920,1,0,1,"855000"
"28516",3,"2592","2448",2001,1,0,1,"540000"
"28517",3,"2592","2448",2001,1,0,1,"297000"
"28518",3,"2592","2448",2001,1,0,1,"700000"
"28521",3,"2717","1998",1970,1,0,1,"685000"
"28531",3,"2475","2172",1975,1,0,1,"625000"
"28543",3,"2865","1372",1986,2,0,2,"625000"
"28544",3,"1992","2375",1970,2,0,2,"685000"
"28546",3,"2787","1998",1970,2,0,2,"685000"
"28555",3,"2917","2310",1984,2,0,2,"810000"
"28557",3,"2548","2225",2004,2,0,2,"735000"
"28563",3,"3472","2724",1984,2,0,2,"945000"
"28580",3,"2475","2172",1975,2,0,2,"675000"
"28587",3,"4619","3248",1970,3,0,3,"894000"
"28590",3,"4475","3562",1965,3,0,3,"660000"
"28591",3,"4625","3825",1975,3,0,3,"775000"
"28596",3,"2992","4375",1970,3,0,3,"770000"
"28597",3,"2117","3328",1970,3,0,3,"720000"
"28601",3,"2167","2950",1970,3,0,3,"725000"
"28607",3,"2167","2999",1965,3,0,3,"755000"
"28608",3,"2983","3097",1975,3,0,3,"425000"
"28666",3,"1211","4289",2015,1,0,1,"4400000"
"28667",3,"1183","4283",2015,1,0,1,"4600000"
"28668",3,"1183","4283",2015,1,0,1,"4692431"
"28669",3,"1183","4283",2015,1,0,1,"4650000"
"28670",3,"1239","4465",2015,1,0,1,"5091250"
"28674",3,"1515","1728",1915,1,0,1,"2600000"
"28675",3,"1667","3168",1901,1,0,1,"4030000"
"28677",3,"1425","3201",1920,1,0,1,"4000000"
"28679",3,"859","874",1920,1,0,1,"2645000"
"28698",3,"2112","4830",1920,2,1,3,"4100000"
"28703",3,"1667","2905",1910,2,0,2,"2300000"
"28717",3,"1592","2520",1899,2,0,2,"2150000"
"28721",3,"1667","2880",1899,2,0,2,"200000"
"28727",3,"1942","3100",1910,3,0,3,"3300000"
"28743",3,"4375","13516",1913,20,0,20,"6000000"
"28750",3,"2759","8420",1928,10,0,10,"5850000"
"28867",3,"1424","4136",1931,6,1,7,"2200000"
"28871",3,"2488","8003",1900,5,1,6,"5950000"
"28907",3,"11775","0",1925,0,1,1,"36000000"
"28914",3,"2284","1252",1901,1,0,1,"850000"
"28915",3,"2284","1252",1901,1,0,1,"705000"
"28933",3,"3756","2243",1925,1,0,1,"507000"
"28986",3,"2475","1481",1960,1,0,1,"990000"
"29002",3,"3339","1621",1920,1,0,1,"430000"
"29008",3,"1352","1672",1925,1,1,2,"700000"
"29013",3,"2117","1152",1920,1,0,1,"830000"
"29016",3,"1983","1536",1930,1,0,1,"975000"
"29019",3,"1983","1376",1930,1,0,1,"885000"
"29024",3,"3639","2680",1925,2,0,2,"492500"
"29032",3,"1945","3021",1931,2,1,3,"975000"
"29033",3,"1882","3802",1931,2,1,3,"2152250"
"29100",3,"6667","2768",1915,2,0,2,"5000000"
"29106",3,"2462","2023",1935,2,0,2,"995000"
"29190",3,"1625","3600",1931,2,1,3,"2500000"
"29194",3,"1179","1305",1930,2,0,2,"700000"
"29197",3,"1926","1504",1920,2,0,2,"990000"
"29198",3,"2576","1440",1915,2,0,2,"962500"
"29203",3,"2917","2061",1920,2,0,2,"999500"
"29206",3,"1867","1732",1945,2,0,2,"990000"
"29218",3,"1937","2352",1901,2,0,2,"262500"
"29247",3,"2988","3685",1930,2,0,2,"475000"
"29301",3,"2454","2400",1920,2,0,2,"850000"
"29323",3,"1978","2964",1965,2,0,2,"905000"
"29415",3,"1597","1848",1920,3,0,3,"999999"
"29545",3,"2454","3840",1925,3,0,3,"950000"
"29546",3,"2554","2750",1920,3,0,3,"900000"
"29554",3,"2346","3680",1920,3,0,3,"689310"
"29722",3,"1535","0",0,0,0,0,"4000"
"29787",3,"5635","17800",1916,20,0,20,"9000000"
"29791",3,"2563","3600",1930,4,0,4,"2079000"
"30061",3,"1533","3163",1931,3,2,5,"790229"
"30063",3,"1925","2240",1930,1,1,2,"950000"
"30071",3,"9577","15916",1929,0,2,2,"8000000"
"30072",3,"1892","3900",1931,1,2,3,"2280000"
"30085",3,"2671","8245",1930,4,2,6,"249374"
"30087",3,"3375","5983",1931,0,1,1,"2325000"
"30093",3,"1933","2488",1931,1,1,2,"982000"
"30101",3,"2684","3943",1930,0,0,0,"85000"
"30103",3,"9975","7680",1920,0,3,3,"5000000"
"30110",3,"8428","16017",1930,0,3,3,"6500000"
"30125",3,"3756","6750",1902,0,1,1,"3800000"
"30170",3,"1694","816",1910,1,0,1,"590000"
"30172",3,"2993","1056",1920,1,0,1,"595000"
"30180",3,"2275","1312",1920,2,0,2,"540000"
"30203",3,"2225","3132",1925,2,1,3,"900000"
"30208",3,"2888","1728",1930,3,0,3,"380000"
"30209",3,"2581","2001",1925,3,0,3,"450000"
"30237",3,"2842","3800",1930,4,0,4,"800000"
"30238",3,"2597","2500",1930,4,0,4,"250023"
"30543",3,"1987","4485",1927,2,2,4,"2100000"
"30544",3,"2667","2074",1932,9,14,14,"725000"
"30672",3,"742","2191",1900,1,0,1,"3500000"
"30676",3,"1337","2040",1899,1,0,1,"4500000"
"30677",3,"1425","2295",1910,1,0,1,"5499000"
"30678",3,"2225","4750",1901,1,0,1,"8350000"
"30681",3,"1919","3496",1852,2,0,2,"5650000"
"30686",3,"1575","1838",1930,2,0,2,"3050000"
"30688",3,"2232","4992",1899,2,0,2,"7630000"
"30696",3,"1525","6063",1856,9,0,9,"5500000"
"30697",3,"2652","5694",1844,10,0,10,"5500000"
"30699",3,"2382","6569",1854,8,0,8,"7000000"
"30700",3,"2529","7842",1854,7,0,7,"5400000"
"30705",3,"2313","6000",1900,10,0,10,"4600000"
"31058",3,"25477","30396",1960,0,1,1,"52000000"
"31123",3,"2519","1116",1986,1,0,1,"284657"
"31133",3,"1813","1128",1986,1,0,1,"265000"
"31142",3,"1942","2898",2001,2,0,2,"575000"
"31145",3,"1375","1950",2004,2,0,2,"534900"
"31185",3,"2333","2128",1930,2,0,2,"51000"
"31190",3,"2352","2112",1930,2,0,2,"749000"
"31191",3,"2352","2112",1930,2,0,2,"400000"
"31198",3,"977","3000",1927,2,1,3,"469090"
"31199",3,"1783","1860",1901,2,1,3,"370000"
"31202",3,"1917","3642",1930,2,1,3,"752752"
"31222",3,"7475","21292",1930,32,0,32,"5500000"
"31227",3,"2475","5495",1930,6,0,6,"850000"
"31274",3,"2323","2300",1930,0,2,2,"925000"
"31292",3,"5752","0",0,0,0,0,"2650000"
"31293",3,"12292","17550",1950,0,1,1,"5600000"
"31303",3,"1761","1680",1920,2,0,2,"838000"
"31307",3,"1736","1672",1910,2,0,2,"700000"
"31318",3,"1561","1632",1901,2,0,2,"915000"
"31346",3,"2517","5000",1914,0,2,2,"3000000"
"31358",3,"2133","2130",1931,0,1,1,"850000"
"31364",3,"1837","956",1920,1,0,1,"900000"
"31367",3,"1667","1140",1901,1,0,1,"795000"
"31374",3,"1975","1896",1899,1,0,1,"775000"
"31383",3,"2125","2500",1920,2,0,2,"41000"
"31393",3,"1875","2187",1899,2,0,2,"975000"
"31398",3,"1887","1200",1910,2,0,2,"600000"
"31416",3,"1836","1440",1920,2,0,2,"300000"
"31417",3,"1258","2448",2007,2,0,2,"830000"
